,start_nloc,start_token_count,start_function_count,start_functions,end_nloc,end_token_count,end_function_count,end_functions,delta_nloc,delta_token_count,delta_function_count,modification_count,fix_count,modifications,coupling,top_logical_connection
doc.go,1,2,0,[],1,2,0,[],0,0,0,1,1,"[{'timestamp': 1558049101.0, 'added_lines': 0, 'deleted_lines': 23, 'nloc': 1}]",{},"('core/core.go', 0.0, 0.0)"
assets/assets.go,72,501,3,"[{'cyclomatic_complexity': 1, 'nloc': 3, 'token_count': 26, 'name': 'SeedInitDocs', 'long_name': 'SeedInitDocs nd * core . IpfsNode', 'start_line': 33, 'end_line': 35, 'full_parameters': ['nd * core . IpfsNode'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets.go', 'top_nesting_level': 0, 'length': 3, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 1, 'nloc': 3, 'token_count': 26, 'name': 'SeedInitDirIndex', 'long_name': 'SeedInitDirIndex nd * core . IpfsNode', 'start_line': 43, 'end_line': 45, 'full_parameters': ['nd * core . IpfsNode'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets.go', 'top_nesting_level': 0, 'length': 3, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 11, 'nloc': 40, 'token_count': 313, 'name': 'addAssetList', 'long_name': 'addAssetList nd * core . IpfsNode , l [ ] string', 'start_line': 47, 'end_line': 97, 'full_parameters': ['nd * core . IpfsNode', ' l [ ] string'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets.go', 'top_nesting_level': 0, 'length': 51, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}]",53,378,2,"[{'cyclomatic_complexity': 1, 'nloc': 3, 'token_count': 25, 'name': 'SeedInitDocs', 'long_name': 'SeedInitDocs nd * core . IpfsNode', 'start_line': 33, 'end_line': 35, 'full_parameters': ['nd * core . IpfsNode'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets.go', 'top_nesting_level': 0, 'length': 3, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 8, 'nloc': 30, 'token_count': 266, 'name': 'addAssetList', 'long_name': 'addAssetList nd * core . IpfsNode , l [ ] string', 'start_line': 37, 'end_line': 74, 'full_parameters': ['nd * core . IpfsNode', ' l [ ] string'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets.go', 'top_nesting_level': 0, 'length': 38, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}]",-19,-123,-1,61,61,"[{'timestamp': 1512356285.0, 'added_lines': 1, 'deleted_lines': 6, 'nloc': 68}, {'timestamp': 1512365669.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1516838128.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1528520460.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1531779409.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1532986515.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1533500571.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1533618653.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1533779477.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1533946888.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1534115707.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 68}, {'timestamp': 1534195762.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1534347022.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 68}, {'timestamp': 1534896611.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 68}, {'timestamp': 1535601896.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1536388808.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1536718784.0, 'added_lines': 13, 'deleted_lines': 13, 'nloc': 68}, {'timestamp': 1536723292.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1537790637.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1537792589.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1538544957.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1538694687.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1538695953.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1538773916.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1539176817.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1539357340.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1539850591.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1540400358.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1540410565.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1540418491.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1540603818.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1541106379.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1541189794.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1541204121.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 68}, {'timestamp': 1541903826.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1543443696.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1544225843.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1540556089.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1541682253.0, 'added_lines': 3, 'deleted_lines': 3, 'nloc': 68}, {'timestamp': 1547003974.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1547499910.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 68}, {'timestamp': 1548165641.0, 'added_lines': 21, 'deleted_lines': 27, 'nloc': 63}, {'timestamp': 1548866534.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 63}, {'timestamp': 1549672857.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1549673846.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1549903582.0, 'added_lines': 3, 'deleted_lines': 3, 'nloc': 63}, {'timestamp': 1550185115.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1550507829.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1550576884.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1550711994.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1550723346.0, 'added_lines': 3, 'deleted_lines': 3, 'nloc': 63}, {'timestamp': 1551229859.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1551299964.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1551551196.0, 'added_lines': 5, 'deleted_lines': 5, 'nloc': 63}, {'timestamp': 1553608614.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 63}, {'timestamp': 1559787584.0, 'added_lines': 2, 'deleted_lines': 16, 'nloc': 53}, {'timestamp': 1561317459.0, 'added_lines': 2, 'deleted_lines': 0, 'nloc': 53}, {'timestamp': 1597808082.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 53}, {'timestamp': 1597881449.0, 'added_lines': 1, 'deleted_lines': 1, 'nloc': 53}, {'timestamp': 1612816895.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 53}, {'timestamp': 1612817391.0, 'added_lines': 2, 'deleted_lines': 2, 'nloc': 53}]","{'cmd/ipfs/init.go': 22, 'fuse/ipns/common.go': 45, 'namesys/publisher.go': 50, 'blocks/blockstore/arc_cache.go': 2, 'blocks/blockstore/arc_cache_test.go': 2, 'blocks/blockstore/blockstore.go': 2, 'blocks/blockstore/blockstore_test.go': 2, 'blocks/blockstore/bloom_cache.go': 2, 'blocks/blockstore/bloom_cache_test.go': 2, 'blocks/blockstore/util/remove.go': 2, 'blocks/blocksutil/block_generator.go': 2, 'blockservice/blockservice.go': 4, 'blockservice/blockservice_test.go': 4, 'blockservice/test/blocks_test.go': 4, 'cmd/ipfs/daemon.go': 18, 'cmd/ipfs/ipfs.go': 15, 'cmd/ipfs/main.go': 22, 'cmd/ipfs/main_test.go': 1, 'cmd/ipfswatch/main.go': 17, 'cmd/seccat/seccat.go': 20, 'commands/command.go': 9, 'commands/command_test.go': 2, 'commands/request.go': 13, 'commands/response.go': 6, 'commands/response_test.go': 2, 'core/bootstrap.go': 19, 'core/bootstrap_test.go': 19, 'core/builder.go': 48, 'core/commands/active.go': 11, 'core/commands/add.go': 37, 'core/commands/bitswap.go': 43, 'core/commands/block.go': 26, 'core/commands/bootstrap.go': 20, 'core/commands/cat.go': 23, 'core/commands/commands.go': 15, 'core/commands/config.go': 20, 'core/commands/dag/dag.go': 50, 'core/commands/dht.go': 46, 'core/commands/dht_test.go': 18, 'core/commands/diag.go': 11, 'core/commands/dns.go': 18, 'core/commands/external.go': 11, 'core/commands/files/files.go': 2, 'core/commands/filestore.go': 20, 'core/commands/get.go': 51, 'core/commands/get_test.go': 15, 'core/commands/helptext_test.go': 15, 'core/commands/id.go': 31, 'core/commands/ipns.go': 9, 'core/commands/ipnsps.go': 5, 'core/commands/keystore.go': 22, 'core/commands/log.go': 14, 'core/commands/ls.go': 52, 'core/commands/mount_nofuse.go': 11, 'core/commands/mount_unix.go': 20, 'core/commands/mount_windows.go': 11, 'core/commands/name.go': 4, 'core/commands/object/diff.go': 20, 'core/commands/object/object.go': 51, 'core/commands/object/patch.go': 23, 'core/commands/p2p.go': 22, 'core/commands/pin.go': 51, 'core/commands/ping.go': 26, 'core/commands/publish.go': 11, 'core/commands/pubsub.go': 31, 'core/commands/refs.go': 46, 'core/commands/repo.go': 32, 'core/commands/resolve.go': 48, 'core/commands/root.go': 15, 'core/commands/shutdown.go': 14, 'core/commands/stat.go': 18, 'core/commands/swarm.go': 28, 'core/commands/sysdiag.go': 16, 'core/commands/tar.go': 44, 'core/commands/unixfs/ls.go': 50, 'core/commands/unixfs/unixfs.go': 11, 'core/commands/version.go': 12, 'core/core.go': 48, 'core/coreapi/coreapi.go': 26, 'core/coreapi/interface/interface.go': 2, 'core/coreapi/unixfs.go': 52, 'core/coreapi/unixfs_test.go': 37, 'core/coredag/cbor.go': 17, 'core/coredag/dagpb.go': 41, 'core/coredag/dagtransl.go': 13, 'core/coredag/raw.go': 41, 'core/corehttp/commands.go': 45, 'core/corehttp/corehttp.go': 11, 'core/corehttp/gateway.go': 31, 'core/corehttp/gateway_handler.go': 54, 'core/corehttp/gateway_test.go': 48, 'core/corehttp/metrics_test.go': 26, 'core/corerepo/gc.go': 43, 'core/corerepo/pinning.go': 20, 'core/coreunix/add.go': 53, 'core/coreunix/add_test.go': 50, 'core/coreunix/metadata.go': 48, 'core/coreunix/metadata_test.go': 48, 'core/mock/mock.go': 27, 'core/pathresolver.go': 41, 'exchange/bitswap/bitswap.go': 4, 'exchange/bitswap/bitswap_test.go': 4, 'exchange/bitswap/decision/bench_test.go': 4, 'exchange/bitswap/decision/engine.go': 4, 'exchange/bitswap/decision/engine_test.go': 4, 'exchange/bitswap/decision/ledger.go': 4, 'exchange/bitswap/decision/peer_request_queue.go': 4, 'exchange/bitswap/decision/peer_request_queue_test.go': 4, 'exchange/bitswap/get.go': 4, 'exchange/bitswap/message/message.go': 4, 'exchange/bitswap/message/message_test.go': 4, 'exchange/bitswap/network/interface.go': 4, 'exchange/bitswap/network/ipfs_impl.go': 4, 'exchange/bitswap/notifications/notifications.go': 4, 'exchange/bitswap/notifications/notifications_test.go': 4, 'exchange/bitswap/session.go': 4, 'exchange/bitswap/session_test.go': 4, 'exchange/bitswap/stat.go': 4, 'exchange/bitswap/testnet/interface.go': 3, 'exchange/bitswap/testnet/network_test.go': 4, 'exchange/bitswap/testnet/peernet.go': 4, 'exchange/bitswap/testnet/virtual.go': 4, 'exchange/bitswap/testutils.go': 4, 'exchange/bitswap/wantlist/wantlist.go': 4, 'exchange/bitswap/wantlist/wantlist_test.go': 4, 'exchange/bitswap/wantmanager.go': 4, 'exchange/bitswap/workers.go': 4, 'exchange/interface.go': 2, 'exchange/offline/offline.go': 2, 'exchange/offline/offline_test.go': 2, 'exchange/reprovide/providers.go': 41, 'exchange/reprovide/reprovide.go': 24, 'exchange/reprovide/reprovide_test.go': 28, 'filestore/filestore.go': 23, 'filestore/filestore_test.go': 41, 'filestore/fsrefstore.go': 23, 'filestore/util.go': 21, 'fuse/ipns/ipns_test.go': 26, 'fuse/ipns/ipns_unix.go': 48, 'fuse/node/mount_test.go': 26, 'fuse/readonly/ipfs_test.go': 52, 'fuse/readonly/readonly_unix.go': 48, 'importer/balanced/balanced_test.go': 4, 'importer/balanced/builder.go': 4, 'importer/chunk/rabin_test.go': 2, 'importer/chunk/splitting_test.go': 2, 'importer/helpers/dagbuilder.go': 4, 'importer/helpers/helpers.go': 4, 'importer/importer.go': 4, 'importer/importer_test.go': 4, 'importer/trickle/trickle_test.go': 4, 'importer/trickle/trickledag.go': 4, 'merkledag/batch.go': 2, 'merkledag/coding.go': 4, 'merkledag/merkledag.go': 4, 'merkledag/merkledag_test.go': 4, 'merkledag/node.go': 4, 'merkledag/node_test.go': 4, 'merkledag/raw.go': 4, 'merkledag/traverse/traverse.go': 4, 'merkledag/traverse/traverse_test.go': 4, 'merkledag/utils/diff.go': 4, 'merkledag/utils/diffenum.go': 4, 'merkledag/utils/diffenum_test.go': 4, 'merkledag/utils/utils.go': 4, 'merkledag/utils/utils_test.go': 4, 'mfs/dir.go': 12, 'mfs/file.go': 12, 'mfs/mfs_test.go': 12, 'mfs/ops.go': 10, 'mfs/repub_test.go': 7, 'mfs/system.go': 12, 'namesys/ipns_select_test.go': 3, 'namesys/namesys.go': 45, 'namesys/publisher_test.go': 27, 'namesys/pubsub.go': 2, 'namesys/pubsub_test.go': 2, 'namesys/republisher/repub.go': 40, 'namesys/republisher/repub_test.go': 40, 'namesys/resolve_test.go': 42, 'namesys/routing.go': 45, 'p2p/p2p.go': 19, 'p2p/registry.go': 7, 'package.json': 49, 'path/path.go': 4, 'path/resolver.go': 2, 'path/resolver_test.go': 2, 'pin/gc/gc.go': 41, 'pin/pin.go': 41, 'pin/pin_test.go': 41, 'pin/set.go': 41, 'pin/set_test.go': 41, 'plugin/ipld.go': 13, 'plugin/loader/initializer.go': 10, 'plugin/plugins/git/git.go': 13, 'repo/config/bootstrap_peers.go': 4, 'repo/config/init.go': 4, 'repo/fsrepo/fsrepo.go': 19, 'repo/fsrepo/lock/lock.go': 2, 'repo/fsrepo/serialize/serialize.go': 3, 'repo/mock.go': 15, 'repo/repo.go': 18, 'routing/mock/centralized_client.go': 2, 'routing/mock/centralized_server.go': 2, 'routing/mock/centralized_test.go': 2, 'routing/mock/interface.go': 2, 'routing/none/none_client.go': 2, 'routing/offline/offline.go': 2, 'routing/offline/offline_test.go': 2, 'tar/format.go': 48, 'test/dependencies/ma-pipe-unidir/main.go': 8, 'test/integration/addcat_test.go': 29, 'test/integration/bench_cat_test.go': 29, 'test/integration/bench_test.go': 13, 'test/integration/bitswap_wo_routing_test.go': 30, 'test/integration/three_legged_cat_test.go': 29, 'thirdparty/ds-help/key.go': 2, 'thirdparty/pollEndpoint/main.go': 11, 'thirdparty/posinfo/posinfo.go': 2, 'unixfs/archive/archive.go': 5, 'unixfs/archive/tar/writer.go': 5, 'unixfs/hamt/hamt.go': 5, 'unixfs/io/dagreader.go': 5, 'unixfs/io/dirbuilder.go': 3, 'unixfs/io/resolve.go': 5, 'unixfs/mod/dagmodifier.go': 5, 'unixfs/mod/dagmodifier_test.go': 4, 'unixfs/test/utils.go': 5, 'commands/legacy/command.go': 8, 'commands/legacy/legacy.go': 8, 'commands/legacy/legacy_test.go': 8, 'commands/legacy/request.go': 8, 'commands/legacy/response.go': 8, 'core/commands/commands_test.go': 14, 'core/coreapi/dag.go': 12, 'core/coreapi/dag_test.go': 3, 'core/coreapi/interface/options/dag.go': 8, 'core/coreapi/key.go': 44, 'core/coreapi/name.go': 45, 'merkledag/test/utils.go': 3, 'namesys/namesys_test.go': 50, 'repo/fsrepo/datastores.go': 12, 'repo/fsrepo/fsrepo_test.go': 16, 'thirdparty/datastore2/datastore_closer.go': 1, 'thirdparty/datastore2/delayed.go': 1, 'thirdparty/datastore2/threadsafe.go': 1, 'unixfs/io/pbdagreader.go': 4, 'blocks/blockstoreutil/remove.go': 19, 'blockservice/test/mock.go': 2, 'cmd/ipfs/util/ulimit.go': 6, 'cmd/ipfs/util/ulimit_freebsd.go': 2, 'cmd/ipfs/util/ulimit_unix.go': 2, 'cmd/seccat/util.go': 6, 'core/commands/files.go': 50, 'core/coreapi/block.go': 19, 'core/coreapi/block_test.go': 2, 'core/coreapi/interface/coreapi.go': 9, 'core/coreapi/interface/dag.go': 9, 'core/coreapi/interface/object.go': 9, 'core/coreapi/interface/options/block.go': 3, 'core/coreapi/interface/path.go': 32, 'core/coreapi/interface/unixfs.go': 12, 'core/coreapi/object.go': 50, 'core/coreapi/pin.go': 44, 'core/corehttp/logs.go': 6, 'fuse/ipns/link_unix.go': 2, 'fuse/mount/fuse.go': 2, 'fuse/mount/mount.go': 6, 'fuse/node/mount_darwin.go': 2, 'fuse/node/mount_unix.go': 6, 'keystore/keystore.go': 6, 'merkledag/errservice.go': 2, 'merkledag/readonly.go': 2, 'merkledag/readonly_test.go': 2, 'merkledag/rwservice.go': 2, 'merkledag/session.go': 2, 'namesys/ipns_validate_test.go': 1, 'namesys/validator.go': 1, 'path/resolver/resolver.go': 2, 'path/resolver/resolver_test.go': 2, 'plugin/loader/load.go': 4, 'thirdparty/verifbs/verifbs.go': 19, 'thirdparty/verifcid/validate.go': 2, 'thirdparty/verifcid/validate_test.go': 2, 'unixfs/hamt/hamt_stress_test.go': 3, 'unixfs/hamt/hamt_test.go': 3, 'core/commands/urlstore.go': 45, 'namesys/ipns_resolver_validation_test.go': 42, 'unixfs/io/directory.go': 2, 'core/coreapi/path.go': 48, 'core/coreunix/cat.go': 15, 'mfs/fd.go': 8, 'unixfs/importer/balanced/balanced_test.go': 1, 'unixfs/importer/balanced/builder.go': 1, 'unixfs/importer/helpers/dagbuilder.go': 1, 'unixfs/importer/helpers/helpers.go': 1, 'unixfs/importer/importer.go': 1, 'unixfs/importer/importer_test.go': 1, 'unixfs/importer/trickle/trickle_test.go': 1, 'unixfs/importer/trickle/trickledag.go': 1, 'unixfs/io/dagreader_test.go': 1, 'unixfs/io/directory_test.go': 1, 'unixfs/unixfs.go': 1, 'unixfs/unixfs_test.go': 1, 'core/coreapi/name_test.go': 30, 'core/pathresolver_test.go': 37, 'dagutils/diff.go': 41, 'dagutils/diffenum.go': 37, 'dagutils/diffenum_test.go': 37, 'dagutils/utils.go': 37, 'dagutils/utils_test.go': 37, 'namesys/base.go': 41, 'namesys/cache.go': 37, 'namesys/dns.go': 41, 'namesys/interface.go': 41, 'namesys/proquint.go': 41, 'core/commands/env.go': 3, 'core/coreapi/interface/key.go': 6, 'filestore/pb/dataobj.pb.go': 3, 'keystore/keystore_test.go': 4, 'keystore/memkeystore.go': 4, 'pin/internal/pb/header.pb.go': 3, 'repo/config/identity.go': 1, 'thirdparty/cidv0v1/blockstore.go': 16, 'core/core_test.go': 15, 'repo/fsrepo/config_test.go': 12, 'repo/fsrepo/misc.go': 12, 'test/bench/bench_cli_ipfs_add/main.go': 12, 'test/bench/offline_add/main.go': 12, 'core/commands/cmdenv/env.go': 22, 'core/commands/name/ipns.go': 37, 'core/commands/name/publish.go': 23, 'core/coreapi/dht.go': 33, 'core/coreapi/dht_test.go': 5, 'test/sharness/t0275-cid-security.sh': 1, 'core/commands/name/ipnsps.go': 12, 'core/commands/name/name.go': 9, 'core/coreapi/interface/dht.go': 9, 'p2p/listener.go': 12, 'p2p/local.go': 12, 'p2p/remote.go': 12, 'p2p/stream.go': 12, 'core/coreapi/interface/swarm.go': 8, 'core/coreapi/swarm.go': 22, 'core/coreapi/interface/options/unixfs.go': 14, 'core/coreapi/pubsub.go': 20, 'core/coreapi/unixfile.go': 17, 'core/commands/cid.go': 9, 'cmd/ipfs/dnsresolve_test.go': 5, 'core/coreapi/interface/pubsub.go': 3, 'test/dependencies/iptb/iptb.go': 11, 'plugin/plugins/badgerds/badgerds.go': 3, 'plugin/plugins/flatfs/flatfs.go': 3, 'plugin/plugins/levelds/levelds.go': 3, 'commands/context.go': 15, 'core/corehttp/proxy.go': 8, 'assets/bindata.go': 4, 'core/corehttp/gateway_indexPage.go': 1, 'core/coreapi/interface/tests/name.go': 3, 'core/coreapi/interface/tests/unixfs.go': 3, 'core/coreapi/test/api_test.go': 12, 'plugin/loader/loader.go': 12, 'core/commands/cmdenv/cidbase.go': 6, 'core/commands/cmdenv/file.go': 3, 'core/corehttp/ipns_hostname.go': 11, 'namesys/dns_test.go': 10, 'plugin/daemon.go': 10, 'core/commands/cmdenv/cidbase_test.go': 2, 'core/corehttp/metrics.go': 1, 'core/corehttp/proxy_test.go': 1, 'core/corerepo/stat.go': 1, 'plugin/tracer.go': 1, 'thirdparty/notifier/notifier.go': 1, '.gitmodules': 1, 'assets/README.md': 1, 'assets/assets_test.go': 1, 'assets/bindata_dep.go': 1, 'assets/dir-index-html': 1, 'go.mod': 1, 'go.sum': 1, 'assets/bindata_version_hash.go': 3, 'bin/test-go-fmt': 2, None: 1}","('core/corehttp/gateway_handler.go', 0.8852459016393442, 0.34394904458598724)"
assets/assets_test.go,45,246,5,"[{'cyclomatic_complexity': 1, 'nloc': 3, 'token_count': 21, 'name': 'TestEmbeddedDocs', 'long_name': 'TestEmbeddedDocs t * testing . T', 'start_line': 11, 'end_line': 13, 'full_parameters': ['t * testing . T'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 3, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 1, 'nloc': 4, 'token_count': 27, 'name': 'TestDirIndex', 'long_name': 'TestDirIndex t * testing . T', 'start_line': 15, 'end_line': 21, 'full_parameters': ['t * testing . T'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 7, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 1, 'nloc': 4, 'token_count': 19, 'name': '', 'long_name': '(f string)', 'start_line': 32, 'end_line': 35, 'full_parameters': [], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 4, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 3, 'nloc': 11, 'token_count': 76, 'name': 'testNFiles', 'long_name': 'testNFiles fs [ ] string , wantCnt int , t * testing . T , ftype string', 'start_line': 23, 'end_line': 38, 'full_parameters': ['fs [ ] string', ' wantCnt int', ' t * testing . T', ' ftype string'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 16, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 4, 'nloc': 17, 'token_count': 95, 'name': 'testOneFile', 'long_name': 'testOneFile f string , t * testing . T', 'start_line': 40, 'end_line': 61, 'full_parameters': ['f string', ' t * testing . T'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 22, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}]",41,219,4,"[{'cyclomatic_complexity': 1, 'nloc': 3, 'token_count': 21, 'name': 'TestEmbeddedDocs', 'long_name': 'TestEmbeddedDocs t * testing . T', 'start_line': 11, 'end_line': 13, 'full_parameters': ['t * testing . T'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 3, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 1, 'nloc': 4, 'token_count': 19, 'name': '', 'long_name': '(f string)', 'start_line': 24, 'end_line': 27, 'full_parameters': [], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 4, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 3, 'nloc': 11, 'token_count': 76, 'name': 'testNFiles', 'long_name': 'testNFiles fs [ ] string , wantCnt int , t * testing . T , ftype string', 'start_line': 15, 'end_line': 30, 'full_parameters': ['fs [ ] string', ' wantCnt int', ' t * testing . T', ' ftype string'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 16, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}, {'cyclomatic_complexity': 4, 'nloc': 17, 'token_count': 95, 'name': 'testOneFile', 'long_name': 'testOneFile f string , t * testing . T', 'start_line': 32, 'end_line': 53, 'full_parameters': ['f string', ' t * testing . T'], 'filename': '/home/dimi/Documents/Informatik_Studium/FSS/SoftEvo/DataCollection/FFS_SoftEvo/go-ipfs/assets/assets_test.go', 'top_nesting_level': 0, 'length': 22, 'fan_in': 0, 'fan_out': 0, 'general_fan_out': 0}]",-4,-27,-1,1,1,"[{'timestamp': 1559787584.0, 'added_lines': 0, 'deleted_lines': 8, 'nloc': 41}]","{'.gitmodules': 1, 'assets/README.md': 1, 'assets/assets.go': 1, 'assets/bindata.go': 1, 'assets/bindata_dep.go': 1, 'assets/dir-index-html': 1, 'go.mod': 1, 'go.sum': 1}","('assets/assets.go', 1.0, 0.01639344262295082)"
